Marca,Model,Anul,Kilometrajul,Capacitatea motorului,Tipul de combustibil,Preț
Toyota,Corolla,2023,5 km,1 798 cm3,Hibrid,31 989
Toyota,Hilux,2018,295 000 km,2 393 cm3,Diesel,20 500
Toyota,Aygo X,2022,5 100 km,998 cm3,Benzina,16 300
Toyota,Avensis,2011,268 000 km,1 998 cm3,Diesel,7 000
Toyota,C-HR,2024,5 km,1 798 cm3,Hibrid,36 717
Toyota,Avensis,2008,288 025 km,1 995 cm3,Diesel,2 500
Toyota,Urban Cruiser,2011,224 000 km,1 364 cm3,Diesel,5 890
Toyota,C-HR,2024,5 km,1 798 cm3,Hibrid,33 688
Toyota,Prius,2008,340 000 km,1 497 cm3,Benzina,4 700
Toyota,Auris,2016,94 000 km,1 798 cm3,Hibrid,13 999
Toyota,Hilux,2020,61 000 km,2 393 cm3,Diesel,39 500
Toyota,Corolla,2022,54 915 km,1 798 cm3,Hibrid,20 900
Toyota,RAV4,2010,199 000 km,2 231 cm3,Diesel,7 000
Toyota,Aygo,2021,107 000 km,998 cm3,Benzina,7 900
Toyota,Aygo,2021,77 000 km,998 cm3,Benzina,8 150
Toyota,Aygo,2017,70 701 km,998 cm3,Benzina,8 000
Toyota,Hilux,2009,183 500 km,2 982 cm3,Diesel,16 750
Toyota,Corolla,2017,165 000 km,1 364 cm3,Diesel,12 900
Toyota,Corolla Sedan,2023,5 km,1 798 cm3,Hibrid,29 999
Toyota,RAV4,2006,223 750 km,2 231 cm3,Diesel,4 990
Toyota,Aygo,2021,90 544 km,998 cm3,Benzina,9 550
Toyota,Corolla Sedan,2023,6 800 km,1 490 cm3,Benzina,17 500
Toyota,Auris,2010,152 377 km,1 364 cm3,Diesel,4 999
Toyota,Corolla,2013,171 732 km,1 364 cm3,Diesel,4 700
Toyota,C-HR,2018,154 000 km,1 798 cm3,Hibrid,16 660
Toyota,Aygo X,2023,500 km,998 cm3,Benzina,16 499
Toyota,C-HR,2018,54 000 km,1 798 cm3,Hibrid,19 500
Toyota,Auris,2007,163 000 km,1 998 cm3,Diesel,3 100
Toyota,Highlander,2021,48 000 km,2 487 cm3,Hibrid,48 900
Toyota,Corolla,2019,75 942 km,1 798 cm3,Hibrid,18 088
Toyota,Auris,2014,230 000 km,1 329 cm3,Benzina,12 500
Toyota,RAV4,2019,82 483 km,2 487 cm3,Hibrid,26 800
Toyota,Prius,2007,252 710 km,1 497 cm3,Hibrid,5 490
Toyota,Aygo,2018,87 591 km,998 cm3,Benzina,6 500
Toyota,Corolla Sedan,2019,88 000 km,1 598 cm3,Benzina,13 999
Toyota,Corolla,2019,101 000 km,1 798 cm3,Hibrid,19 900
Toyota,Auris,2016,168 500 km,1 798 cm3,Hibrid,13 000
Toyota,Auris,2018,98 200 km,1 798 cm3,Hibrid,17 899
Toyota,Camry,2022,4 980 km,2 487 cm3,Hibrid,38 849
Toyota,C-HR,2024,3 500 km,1 987 cm3,Hibrid,41 108
Toyota,Hilux,2022,43 000 km,2 755 cm3,Diesel,67 900
Toyota,Prius Hybrid,2017,150 000 km,1 798 cm3,Hibrid,16 500
Toyota,Avensis,2007,185 000 km,1 995 cm3,Diesel,3 300
Toyota,Aygo,2019,84 251 km,998 cm3,Benzina,8 748
Toyota,Avensis,2018,73 918 km,1 995 cm3,Diesel,14 748
Toyota,Aygo,2020,179 000 km,998 cm3,Benzina,5 999
Toyota,C-HR,2021,7 919 km,1 798 cm3,Hibrid,25 449
Toyota,C-HR,2022,42 195 km,1 798 cm3,Hibrid,23 949
Toyota,Yaris,2011,174 000 km,1 329 cm3,Benzina,6 950
Toyota,RAV4,2019,185 000 km,2 487 cm3,Hibrid,20 900
Toyota,Corolla,2019,76 000 km,1 987 cm3,Hibrid,19 999
Toyota,Corolla,2016,200 000 km,1 364 cm3,Diesel,9 090
Toyota,Corolla,2021,65 000 km,1 798 cm3,Hibrid,21 896
Toyota,Auris,2016,130 000 km,1 798 cm3,Hibrid,14 900
Toyota,RAV4,2019,257 872 km,2 487 cm3,Hibrid,23 999
Toyota,Hilux,2022,10 km,2 755 cm3,Diesel,60 511
Toyota,RAV4,2007,239 878 km,2 231 cm3,Diesel,4 999
Toyota,Yaris,2023,5 km,1 490 cm3,Benzina,20 635
Toyota,Yaris,2023,5 km,1 490 cm3,Benzina,18 738
Toyota,Yaris,2023,5 km,1 490 cm3,Benzina,19 199
Toyota,C-HR,2018,105 000 km,1 798 cm3,Hibrid,17 900
Toyota,Land Cruiser,2022,10 km,2 755 cm3,Diesel,74 970
Toyota,Yaris,2021,7 500 km,1 490 cm3,Hibrid,18 990
Toyota,Land Cruiser,2022,57 km,2 755 cm3,Diesel,65 688
Toyota,Celica,2001,280 000 km,1 794 cm3,Benzina,3 850
Toyota,Auris,2016,126 332 km,1 329 cm3,Benzina,8 780
Toyota,C-HR,2021,82 900 km,1 798 cm3,Hibrid,21 690
Toyota,C-HR,2018,55 395 km,1 798 cm3,Hibrid,20 900
Toyota,Corolla,2019,59 907 km,1 987 cm3,Hibrid,22 950
Toyota,C-HR,2024,13 km,1 987 cm3,Hibrid,46 719
Toyota,Corolla,2020,129 299 km,1 798 cm3,Hibrid,17 500
Toyota,Yaris Cross,2022,20 083 km,1 490 cm3,Hibrid,21 500
Toyota,Camry,2020,55 000 km,2 487 cm3,Hibrid,27 900
Toyota,Land Cruiser,2022,11 114 km,2 755 cm3,Diesel,67 592
Toyota,C-HR Hybrid,2017,107 130 km,1 798 cm3,Hibrid,21 650
Toyota,Corolla,2020,148 000 km,1 798 cm3,Hibrid,17 450
Toyota,Camry Executive,2020,105 000 km,2 487 cm3,Hibrid,22 690
Toyota,C-HR,2018,76 000 km,1 798 cm3,Hibrid,19 950
Toyota,RAV4,2023,10 500 km,2 487 cm3,Hibrid,45 499
Toyota,C-HR,2018,74 000 km,1 798 cm3,Hibrid,17 950
Toyota,Corolla,2003,133 000 km,1 398 cm3,Benzina,2 550
Toyota,Corolla,2019,42 500 km,1 798 cm3,Hibrid,17 489
Mazda,CX-5,2015,122 000 km,2 191 cm3,Diesel,15 400
Mazda,CX-7,2010,210 000 km,2 184 cm3,Diesel,7 350
Mazda,CX-5 CD150,2018,73 315 km,2 191 cm3,Diesel,23 149
Mazda,CX-5 CD175,2017,87 000 km,2 191 cm3,Diesel,19 999
Mazda,CX-5,2015,185 400 km,2 191 cm3,Diesel,10 490
Mazda,CX-5,2016,172 163 km,2 191 cm3,Diesel,13 750
Mazda,CX-5,2013,193 500 km,2 191 cm3,Diesel,9 300
Mazda,CX-5 SKYACTIV-D,2014,175 000 km,2 191 cm3,Diesel,11 999
Mazda,CX-5 CD175,2013,175 000 km,2 191 cm3,Diesel,8 900
Mazda,5,2007,267 439 km,1 998 cm3,Diesel,2 499
Mazda,CX-7,2010,257 332 km,2 184 cm3,Diesel,4 200
Mazda,CX-3 CD115,2019,193 000 km,1 759 cm3,Diesel,13 100
Mazda,CX-7,2011,159 000 km,2 184 cm3,Diesel,8 499
Mazda,CX-5 CD175,2017,135 000 km,2 191 cm3,Diesel,19 490
Mazda,CX-5,2016,198 000 km,2 200 cm3,Diesel,14 000
Mazda,2 Hybrid,2023,3 km,1 490 cm3,Hibrid,19 627
Mazda,CX-3 G120,2016,320 000 km,1 998 cm3,Benzina,9 000
Mazda,6,2007,189 000 km,1 998 cm3,Diesel,2 290
Mazda,CX-3,2015,187 497 km,1 499 cm3,Diesel,11 450
Mazda,CX-5,2013,290 000 km,2 191 cm3,Diesel,9 999
Mazda,5,2009,203 000 km,1 798 cm3,Benzina,3 999
Mazda,CX-3 G121,2019,57 231 km,1 998 cm3,Benzina,19 490
Mazda,6,2011,198 100 km,2 184 cm3,Diesel,6 300
Mazda,CX-5,2014,219 000 km,2 191 cm3,Diesel,10 999
Mazda,2 G90,2022,14 591 km,1 496 cm3,Benzina,14 400
Mazda,3 e-Skyactiv,2023,2 km,1 998 cm3,Benzina,30 740
Mazda,3,2008,247 000 km,1 560 cm3,Diesel,3 299
Mazda,3,2016,215 700 km,2 191 cm3,Diesel,7 990
Mazda,CX-3,2016,164 600 km,1 998 cm3,Benzina,11 990
Mazda,CX-3 G120,2017,51 000 km,1 998 cm3,Benzina,16 990
Mazda,CX-60 e-Skyactiv,2022,16 000 km,2 488 cm3,Hibrid Plug-In,46 000
Mazda,CX-5 CD175,2016,130 230 km,2 191 cm3,Diesel,17 500
Mazda,CX-5 CD184,2018,173 000 km,2 191 cm3,Diesel,18 399
Mazda,3 e-Skyactiv,2023,700 km,1 998 cm3,Benzina,29 980
Mazda,CX-5 CD175,2012,226 302 km,2 191 cm3,Diesel,10 700
Mazda,3,2013,163 500 km,1 598 cm3,Benzina,7 300
Mazda,CX-5,2015,184 991 km,2 191 cm3,Diesel,12 990
Mazda,CX-5 SKYACTIV-D,2016,200 000 km,2 191 cm3,Diesel,12 700
Mazda,CX-60,2023,1 500 km,2 488 cm3,Hibrid,59 500
Mazda,3 Sport,2007,196 000 km,1 598 cm3,Benzina,4 999
Mazda,CX-30 e-SKYACTIV,2022,32 400 km,1 998 cm3,Benzina,24 900
Mazda,3 e-SKYACTIV-G,2023,2 km,1 998 cm3,Benzina,26 239
Mazda,5,2008,155 000 km,1 998 cm3,Diesel,3 490
Mazda,6 Kombi,2013,298 000 km,2 191 cm3,Diesel,6 500
Mazda,3,2005,253 917 km,1 560 cm3,Diesel,1 850
Mazda,6,2009,220 000 km,1 998 cm3,Diesel,3 700
Mazda,6 CD175,2013,69 600 km,2 191 cm3,Diesel,10 200
Mazda,2,2023,2 km,1 496 cm3,Benzina,25 934
Mazda,3,2014,198 131 km,2 184 cm3,Diesel,9 990
Mazda,CX-30 e-SKYACTIV,2024,2 km,1 998 cm3,Benzina,29 990
Mazda,CX-3,2016,75 000 km,1 998 cm3,Benzina,15 800
Mazda,2 Skyactiv,2023,2 km,1 496 cm3,Benzina,17 210
Mazda,2,2024,2 km,1 496 cm3,Benzina,26 645
Mazda,6,2018,198 500 km,2 191 cm3,Diesel,13 499
Mazda,CX-5 CD175,2018,55 000 km,2 191 cm3,Diesel,22 990
Mazda,2 G90,2024,2 km,1 496 cm3,Benzina,21 646
Mazda,3,2014,187 000 km,1 496 cm3,Benzina,11 599
Mazda,CX-30 e-SKYACTIVE,2024,2 km,1 998 cm3,Benzina,27 390
Mazda,3,2011,355 500 km,1 560 cm3,Diesel,3 250
Mazda,CX-5 CD175,2016,226 616 km,2 191 cm3,Diesel,12 249
Mazda,CX-30,2023,5 km,1 998 cm3,Benzina,31 706
Mazda,2,2005,192 000 km,1 399 cm3,Diesel,1 500
Mazda,CX-5 e-SKYACTIV-G,2023,5 km,2 488 cm3,Benzina,41 446
Mazda,2,2008,115 771 km,1 349 cm3,Benzina,3 500
Mazda,CX-7,2010,245 000 km,2 184 cm3,Diesel,5 700
Mazda,3,2011,180 000 km,1 560 cm3,Diesel,5 000
Mazda,3 Sport,2010,226 000 km,1 568 cm3,Diesel,5 000
Mazda,5,2008,240 001 km,1 998 cm3,Diesel,2 600
Mazda,3,2018,93 000 km,1 998 cm3,Benzina,16 900
Mazda,CX-3,2019,139 822 km,1 759 cm3,Diesel,14 999
Mazda,CX-5 CD175,2018,165 000 km,2 191 cm3,Diesel,17 800
Mazda,6,2010,186 384 km,2 184 cm3,Diesel,6 500
Mazda,CX-5 SKYACTIV-D,2018,197 000 km,2 191 cm3,Diesel,15 900
Mazda,CX-60 e-Skyactiv,2022,5 km,3 283 cm3,Diesel,52 990
Mazda,6 G145,2018,55 850 km,1 998 cm3,Benzina,19 050
Mazda,CX-3 G121,2018,44 050 km,1 998 cm3,Benzina,16 989
Mazda,3 SKYACTIV-G,2015,199 000 km,1 496 cm3,Benzina,10 999
Mazda,3 G120,2017,36 100 km,1 998 cm3,Benzina,13 450
Mazda,CX-5 SKYACTIV-D,2017,163 500 km,2 191 cm3,Diesel,16 500
Mazda,5,2012,242 000 km,1 560 cm3,Diesel,4 199
Mazda,CX-60 e-Skyactiv,2023,5 km,2 488 cm3,Hibrid,54 706
Mazda,6,2016,177 000 km,2 191 cm3,Diesel,13 750
Mazda,CX-30,2023,2 200 km,1 998 cm3,Benzina,25 898
Mazda,CX-3,2017,190 000 km,1 499 cm3,Diesel,10 400
Mazda,CX-5 CD150,2014,230 000 km,2 191 cm3,Diesel,12 490
Mazda,3,2010,219 000 km,1 598 cm3,Benzina,5 790
Mazda,CX-5 CD150,2019,150 000 km,2 191 cm3,Diesel,17 990
Mazda,3 e-Skyactiv,2019,55 000 km,1 998 cm3,Benzina,17 500
Mazda,CX-5,2018,50 890 km,2 191 cm3,Diesel,18 500
Mazda,CX-5 e-SKYACTIV,2023,1 km,2 488 cm3,Benzina,41 580
Mazda,CX-30 e-SKYACTIV,2022,40 000 km,1 998 cm3,Benzina,18 000
Mazda,CX-5,2014,187 000 km,2 191 cm3,Diesel,10 500
Mazda,CX-5 e-SKYACTIV,2023,1 km,2 488 cm3,Benzina,40 740
Mazda,CX-3 G150,2016,111 846 km,1 998 cm3,Benzina,15 999
Mazda,CX-60,2023,3 800 km,2 488 cm3,Hibrid Plug-In,56 899
Mazda,3 Sport,2009,230 000 km,1 568 cm3,Diesel,4 490
Mazda,5,2011,206 000 km,1 560 cm3,Diesel,4 499
Mazda,CX-5 e-SKYACTIV,2022,10 634 km,2 488 cm3,Benzina,38 900
Mazda,CX-3,2015,71 027 km,1 499 cm3,Diesel,11 900
Mazda,2 e-SKYACTIV,2023,2 km,1 496 cm3,Benzina,18 834
